method,aceticanhydride_vacuum_forward,aceticanhydride_vacuum_reverse,amide11_vacuum_forward,amide11_vacuum_reverse,amide12_vacuum_forward,amide12_vacuum_reverse,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,lactone_vacuum_forward,lactone_vacuum_reverse,Average
BLYP,None,None,None,None,0.38128649057245045,0.4737504158564877,-0.14577305073007163,-0.13601256981074702,0.16103453911029944,0.10786360022470774,-0.42601186216520115,-0.30605690878264763,-1.021429186556999,-0.3037709258730414,0.06268859047716047,0.10149443863003292,-0.02528082223372237,-0.002238965301256905,-1.8224294948430984,-0.6289572133100845,-0.22061518279598322
BLYP-D3(BJ),None,None,None,None,0.2791409042658233,0.3515353355405499,-0.0971461874576212,-0.07798326333390758,0.18453413156936654,0.13090292706877366,-0.471951748375152,-0.33870870877407294,-0.7770360681855859,-0.2140471505618144,-0.03745109437344763,-0.06870013087769464,-0.0018987005970292998,0.025080605419817183,-1.476953309887203,-0.5106021636187426,-0.19383028888612128
B97-D,None,None,None,None,0.2694953679188537,0.3382290644305856,-0.0995611582406319,-0.09214434257719518,0.24231356158963585,0.17811449823779002,-0.45796636577545224,-0.3230756367325993,-0.8787686884720957,-0.2542680117364424,-0.025114726523248296,-0.04696274246942889,0.009688723987527981,0.03745834765480069,-1.0775817942836188,-0.3829186815600062,-0.1601914115344703
rVV10,None,None,None,None,0.17558075815298582,0.224238558295905,-0.094712796851804,-0.0846282375724327,0.19980109116485845,0.14343440818296369,-0.4994292389736316,-0.3584304224171975,-0.74753513389561,-0.20579757255175904,-0.02371053402933648,-0.04004464498405865,0.038416384664962104,0.07458501712593338,-0.9970038950353206,-0.35670830801312825,-0.1594965354210419
VV10,None,None,None,None,0.1622643925958629,0.2081470138767932,-0.08974015395508979,-0.07897129748349842,0.20155588741426872,0.14500559523147963,-0.499630870273765,-0.35853153427485474,-0.722708049058609,-0.19671065164612783,-0.02741342698001747,-0.04626902329868984,0.03873960804633987,0.07498212818484558,-0.9433140774528257,-0.338495610004319,-0.15444312931738793
B97-D3,None,None,None,None,0.2863208970056261,0.35836046491576484,-0.0923972112497748,-0.08359518484666364,0.22897441354358378,0.16503661221776186,-0.4531078835380445,-0.31962247055845516,-0.7857066234339012,-0.22010224053575775,-0.04558636155737146,-0.08175575416185954,0.024869871633756643,0.055195933844096184,-0.9074280142571097,-0.3246265110777322,-0.13719812887850505
TPSS,None,None,None,None,0.21015857614867786,0.26475783836572486,-0.14338599166491145,-0.1472438186899671,0.19031089095871523,0.12606942575100927,-0.3505260622123543,-0.24670349186292276,-0.951841889949837,-0.28148945088400223,0.07706149465279027,0.12902312157111204,-0.0319330577965858,-0.0096650346321985,-0.22625043091655683,-0.09192304898782507,-0.09272380813432071
mPW91,None,None,None,None,0.17519511125453005,0.22295614417963971,-0.06752060487391366,-0.056432819852739034,0.22825156891868226,0.16640663910227174,-0.45556176245526964,-0.3209592433100179,-0.6330072763904463,-0.16484696800771179,0.06509651372101141,0.10664260197122001,-0.09886745280013558,-0.0886039756652939,-0.30195808340280667,-0.120715092599864,-0.0839952937631777
TPSS-D3(BJ),None,None,None,None,0.15308814022571196,0.19647424274316652,-0.11604949515089291,-0.1146215679145815,0.20459803036358673,0.14007673566522919,-0.3785390800379195,-0.266613760055935,-0.8191140758176945,-0.23276123785873734,0.015404820643259327,0.024233177349535995,-0.018502832738273904,0.0060267902468290275,-0.045207953278579585,-0.029900564165870135,-0.08008803936132285
PBE,None,None,None,None,0.1237676137582459,0.1630633477005119,-0.05949768010481581,-0.04513958325135959,0.22662097452915875,0.16899405444938329,-0.4813983403664806,-0.3399368654136612,-0.5550322860042299,-0.13764226741948382,0.05683304839664042,0.0931177582530902,-0.092223371524932,-0.07994786556533277,-0.04134683778539973,-0.03453292062803536,-0.06464382631104378
