method,aceticanhydride_vacuum_forward,aceticanhydride_vacuum_reverse,amide11_vacuum_forward,amide11_vacuum_reverse,amide12_vacuum_forward,amide12_vacuum_reverse,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,enamine_vacuum_forward,enamine_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,lactone_vacuum_forward,lactone_vacuum_reverse,Average
BLYP,0.21847452122696726,0.21746774809913175,None,None,0.38157740530671863,0.48172609933310045,-0.15629059269103768,-0.15516553322852808,-0.07018510512917761,-0.029673171676405718,-0.4466842844343303,-0.32494185181793844,-0.553336310550627,-0.29894019825421986,2.7373690522244813,-2.2554306464417753,2.1569875318600196,-4.56799118099014,-1.2059122867312784,-1.739597108784006,0.16326355980112053,0.2533696842761353,-0.2596956334300895
BLYP-D3(BJ),0.0859051109368646,0.08759993930257089,None,None,0.280551351706319,0.3608505198338797,-0.10779630894246173,-0.09729444442996844,-0.06732431999284307,-0.02686841819492724,-0.4884929498517638,-0.3546573814914924,-0.38588257102324997,-0.2133684802440653,2.548944998129954,-2.1177494898063456,1.3120494307494375,-2.8375227623028993,-1.0581748484317666,-1.535080274044964,0.1683936736903094,0.25965953937455,-0.20931288425164313
rVV10,0.11616520769545613,0.10978983071725949,None,None,0.17653776692276937,0.2330745474768721,-0.10411156874905872,-0.10286390644269769,-0.06494822933000492,-0.025633439963998625,-0.5154349923989883,-0.37384186717199386,-0.3574092769377226,-0.20135110257162486,1.4400366820449713,-1.2872801687867126,0.9089774662906269,-2.070346326470067,-0.5366737674463126,-0.805524130387801,0.1031744457365612,0.17176012564655269,-0.15929513520629568
VV10,0.11511269833142355,0.10856396340801953,None,None,0.16304467862464286,0.21677473167983352,-0.09915190386813028,-0.0972258676963911,-0.0653782243248957,-0.026086009827299018,-0.5154670629062349,-0.3738225423836438,-0.3414961093387315,-0.19323449289882833,1.3568494627008099,-1.2253682242156034,0.8265500903539297,-1.902942518411614,-0.49697812411510783,-0.7506192595752786,0.09865060299527065,0.16591126896874797,-0.15181564212495405
B97-D,0.11766932751601403,0.11148074012175285,None,None,0.27592435123862896,0.3537463136995293,-0.10163786829068962,-0.10187234440289478,0.007249489921770133,0.04123452708161035,-0.47370299374790414,-0.3385083224333801,-0.41859300858694687,-0.23151600631638833,2.8558294133115427,-2.3372022250499547,0.7819414425264704,-1.763925011154957,-0.8361502671239743,-1.2242977566024207,0.2089324824207097,0.3027856209268068,-0.13853060474723378
B97-D3,0.10290536909286083,0.09701765365850881,None,None,0.2905687147129552,0.3712679884603368,-0.08991667271784806,-0.08788475045444466,-0.012715056887909847,0.021661008090031457,-0.46663621486183765,-0.33348560536256566,-0.3583806726381353,-0.20074647098764412,2.654032949984816,-2.1897498702575855,0.8002997227246831,-1.8015235352725296,-0.6817506252974705,-1.0105582980941408,0.18932656301752812,0.27874747145727335,-0.1213760165816559
M06-L-D3(0),0.04204200742656556,0.0316827192751806,None,None,0.3363622323062929,0.4127141386796959,-0.13561408588666782,-0.16052696377045994,0.00469704117033789,0.0071820315462781245,-0.522397463942382,-0.3671372914581328,-0.45460521466572257,-0.2465850579986242,1.3765713825193306,-1.113977633490034,1.6601178585971246,-3.5545796756762553,0.025544126990403357,0.004708870972907006,0.14272419498129557,0.20399623827015465,-0.11535402720763559
M06-L,0.04527169585184786,0.03484659629892398,None,None,0.33400201810786856,0.4098901943332083,-0.13392708927563665,-0.1585137739370833,0.0041581719845542415,0.006653720764768983,-0.5254224797945191,-0.3692873231799561,-0.4496245509207591,-0.2440398538443883,1.3556942872723672,-1.0987227731984281,1.643339838015395,-3.520217589190302,0.03665616898585419,0.020091563962273833,0.14192200504191493,0.2030127005298191,-0.11321082360961383
TPSS,0.28513789897599695,0.2734035795790611,None,None,0.207364502382644,0.2690557712523405,-0.15086971816508377,-0.16312272476146744,-0.07559479995318966,-0.04099165163789057,-0.3611140412925033,-0.2581293905623984,-0.4976756710417419,-0.2701057952356043,0.7248020377302657,-0.7729497569129876,0.46365933049412955,-1.1275771332479465,-0.12149730963020144,-0.23050130888683615,0.05007724510467647,0.10301281687407411,-0.08468080594673313
mPW91,0.31850870685384153,0.30496220601080437,None,None,0.17237946702620938,0.22728248236319912,-0.0720257890295007,-0.0689594118610135,-0.040375908558359715,-0.0018088386161623181,-0.47733800248783553,-0.3405319889551226,-0.280955681013072,-0.16208072107382682,1.5401242658747618,-1.384485856966398,0.5102929999883106,-1.2366510481593134,-0.18789177951698074,-0.3314900338536111,0.07593224861273405,0.1382602604340475,-0.06484262114636441
